Category	Vendor Number	Item Number	Item Description	Pack	Bottle Volume (ml)	State Bottle Cost
1011300	85	26823	Jack Daniels Old #7 Black Lbl	48	200	$3.94 
1062310	260	43334	Captain Morgan Spiced Rum	24	375	$4.30 
1031080	434	36304	Hawkeye Vodka	24	375	$2.07 
1012100	55	12408	Canadian Ltd Whisky	6	1750	$8.99 
1031080	380	37347	Phillips Vodka	12	1000	$4.28 
1041100	370	32238	Seagrams Extra Dry Gin	6	1750	$11.99 
1012210	65	5606	McClelland Islay	12	750	$13.01 
1031080	55	35315	Barton Vodka Pet	12	750	$3.37 
1081390	421	69636	Dr. Mcgillicuddy's Cherry Schnapps	12	750	$8.66 
1062310	380	42984	Trader Vics Private Selection Spiced Rum	6	1750	$10.00 
1032200	395	35964	Three Olives Loopy Flavored Vodka	12	750	$11.16 
1051110	434	54647	Arrow Blackberry Flav Brandy	12	1000	$6.38 
1081305	65	82600	Dekuyper Sour Apple Pucker Pet	6	1750	$11.54 
1082900	389	65896	Metaxa Ouzo	12	750	$9.49 
1012200	240	5106	Grant's Blended Scotch	12	750	$10.41 
1031080	461	37988	Skyy Vodka	6	1750	$13.92 
1062310	260	43337	Captain Morgan Spiced Rum	12	1000	$11.75 
1031200	380	41989	Uv Cake Vodka	12	750	$6.50 
1062310	260	43296	Captain Morgan Silver Spiced Rum	12	750	$8.50 
1081700	384	76036	Midnight Moon Apple Pie	6	750	$11.00 
1011100	65	22786	Beam's 8 Star Bl Whiskey	12	750	$3.33 
1051010	259	52318	Christian Bros Brandy	6	1750	$11.83 
1031200	380	41692	Uv Blue (raspberry) Vodka	6	1750	$10.99 
1062300	370	42716	Malibu Coconut Rum	12	750	$7.49 
1041100	370	32238	Seagrams Extra Dry Gin	6	1750	$10.90 
1081600	85	86881	Southern Comfort Mini	12	500	$4.70 
1031080	380	37338	UV Vodka PET	6	1750	$7.99 
1022100	461	89139	Cabo Wabo Reposado	6	750	$20.76 
1031200	421	41146	Sweet Carolina Sweet Tea Flavored Vodka	12	750	$6.93 
1081200	330	80456	Ryan's Cream Liqueur	12	750	$5.70 
1081390	421	69638	Dr. Mcgillicuddy's Cherry Schnapps	6	1750	$14.66 
1701100	305	40614	Rumchata w/Thermal Cup	6	750	$12.50 
1032200	65	35881	Pinnacle Marshmallow	12	750	$6.87 
1081355	65	82820	Dekuyper Strawberry Pucker	12	750	$6.30 
1012100	260	11296	Crown Royal	12	750	$14.75 
1012100	260	11293	Crown Royal Canadian Whisky	48	200	$4.47 
1081300	434	81208	Paramount Peppermint Schnapps	6	1750	$7.08 
1051010	205	52582	E & J Vsop Superior Reserve	12	750	$7.00 
1031100	260	39866	Smirnoff Vodka 100 Prf	12	750	$8.75 
1051110	434	55087	Paramount Blackberry Brandy	12	1000	$6.53 
1012100	260	10836	Crown Royal Black	12	750	$17.00 
1031080	301	38176	Titos Vodka	12	750	$9.64 
1012100	115	11771	Black Velvet Mini	10	600	$4.96 
1062200	434	45248	Paramount Gold Rum	6	1750	$7.84 
1051110	434	55084	Paramount Blackberry Brandy	24	375	$3.55 
1081390	260	65066	Goldschlager Cinnamon Schnapps	12	750	$12.50 
1031080	300	36904	Mccormick Vodka Pet	24	375	$1.80 
1031200	380	41653	Uv Citruv (citrus) Vodka	12	750	$6.25 
1022100	260	87485	Don Julio Blanco Tequila	6	750	$26.00 
1012100	260	10836	Crown Royal Black	12	750	$16.47 
1051110	434	55086	Paramount Blackberry Brandy	12	750	$5.21 
1012100	65	15244	Windsor Canadian Supreme Whisky	24	375	$2.90 
1012100	65	15248	Windsor Canadian Pet	6	1750	$8.92 
1081400	65	86112	Dekuyper Triple Sec	12	1000	$2.22 
1011300	85	26828	Jack Daniels Old #7 Black Lbl	6	1750	$29.67 
1041100	297	29997	Five O'clock Gin	12	1000	$4.06 
1052010	420	48102	Hennessy Vs Cognac 100ml	8	1200	$36.00 
1012100	260	10838	Crown Royal Black	6	1750	$33.79 
1081390	421	69646	Dr. Mcgillicuddy's Lemon Drop	12	750	$8.67 
1081700	421	86684	Firefly Apple Pie Moonshine	12	750	$9.88 
1081600	421	64868	Fireball Cinnamon Whiskey	6	1750	$15.33 
1032080	35	34425	Grey Goose Vodka	6	1750	$35.42 
1031080	434	36304	Hawkeye Vodka	24	375	$2.06 
1011200	65	20248	Old Crow	6	1750	$8.92 
1011200	125	17206	Cedar Ridge Bourbon	6	750	$17.60 
1031200	259	41840	Burnett's Limeade Vodka	12	750	$4.18 
1081240	434	79026	Arrow Creme De Menthe Green	12	750	$4.50 
1032200	65	35743	Pinnacle Chocolate Whipped	12	750	$7.87 
1031100	300	36886	Mccormick Vodka	12	750	$3.31 
1042100	35	28236	Bombay Sapphire Gin	12	750	$13.50 
1031080	434	36306	Hawkeye Vodka	12	750	$3.34 
1031200	205	40593	New Amsterdam Peach	24	375	$3.50 
1081900	305	77573	Travis Hasse's Cow Pie	12	750	$7.94 
1011200	65	19068	Jim Beam	6	1750	$18.37 
1051010	205	52591	E & J Vs Brandy Mini	12	500	$5.91 
1081700	384	76035	Midnight Moon Apple Pie	6	375	$7.25 
1011300	85	26823	Jack Daniels Old #7 Black Lbl	48	200	$4.08 
1081900	322	75211	Kinky Liqueur	12	750	$10.00 
1031080	421	36978	Nikolai Vodka	6	1750	$6.87 
1051010	205	52594	E & J Vs Brandy	24	375	$2.99 
1062200	434	46351	Hawkeye Light Rum	12	1000	$4.34 
1101100	434	41846	Everclear Alcohol	12	750	$9.00 
1051120	434	55506	Paramount Cherry Flavored Brandy	12	750	$5.33 
1031080	55	37938	Skol Vodka	6	1750	$7.11 
1011200	65	19064	Jim Beam	24	375	$4.75 
1041100	260	30316	Gordon's Gin London Dry	12	750	$5.00 
1022100	85	89274	El Jimador Anejo Tequila	6	750	$13.85 
1081900	322	75212	Kinky Blue Mini	6	500	$7.47 
1052010	389	49189	Remy Martin Vsop Cognac	24	200	$5.41 
1062200	434	45276	Paramount White Rum	12	750	$4.00 
1011300	85	26822	Jack Daniels Black Label	48	100	$1.51 
1031200	205	40297	New Amsterdam Citron	12	750	$6.90 
1062300	260	43415	Captain Morgan Lime Bite	12	750	$8.50 
1031100	300	36908	Mccormick Vodka Pet	6	1750	$7.47 
1062200	434	45246	Paramount Gold Rum	12	750	$4.34 
1011300	85	26827	Jack Daniels Old #7 Black Lbl	12	1000	$17.90 
1062300	259	43076	Admiral Nelson Coconut Rum	12	750	$5.78 
1062310	260	43338	Captain Morgan Spiced Rum	6	1750	$17.50 
1031200	380	41694	Uv Blue (raspberry) Vodka	12	1000	$7.25 
1031080	55	35948	Fleischmann's Royal Vodka 80 Prf	6	1750	$6.68 
1081315	65	82613	Dekuyper Hot Damn!	24	375	$3.07 
1062200	35	43036	Bacardi Gold Rum	12	750	$7.53 
1031080	380	37346	Phillips Vodka	12	750	$3.57 
1081200	260	68037	Bailey's Original Irish Cream	12	1000	$17.25 
1051010	259	52316	Christian Bros Brandy	12	750	$5.91 
1011200	65	20248	Old Crow	6	1750	$9.44 
1042100	35	28233	Bombay Sapphire Gin	12	1000	$17.61 
1081600	421	64863	Fireball Cinnamon Whiskey	48	200	$3.33 
1052010	420	48099	Hennessy VS	24	200	$5.24 
1032200	65	34395	Effen Cucumber	6	750	$13.12 
1051010	259	52316	Christian Bros Brandy	12	750	$5.92 
1032200	395	35039	Three Olives Pomegranate Vodka	12	750	$9.96 
1031200	380	41704	Uv Red (cherry) Vodka	12	750	$6.22 
1081200	305	73054	Rumchata	6	1750	$24.34 
1062310	260	43336	Captain Morgan Original Spiced	12	750	$8.25 
1051010	115	53216	Paul Masson Grande Amber Brandy	12	750	$6.29 
1062050	389	42666	Mt. Gay Eclipse Rum	12	750	$9.00 
1081200	305	73053	Rumchata	6	1000	$16.33 
1011200	65	19068	Jim Beam	6	1750	$20.99 
1081010	434	76486	Paramount Amaretto	12	750	$3.37 
1051010	115	53218	Paul Masson Grande Amber Brandy	6	1750	$12.00 
1011300	85	26828	Jack Daniels Old #7 Black Lbl	6	1750	$27.69 
1062300	370	42717	Malibu Coconut Rum	12	1000	$10.00 
1011200	65	19112	Jim Beam Devil's Cut	12	750	$15.22 
1081335	434	82146	Arrow Raspberry Schnapps	12	750	$4.34 
1011100	65	22783	Beam's 8 Star Bl Whiskey	48	200	$1.17 
1062300	35	43136	Bacardi Limon	12	750	$8.33 
1081390	421	69656	Dr. Mcgillicuddy's Mentholmint	12	750	$8.67 
1041100	370	32236	Seagrams Extra Dry Gin	12	750	$6.49 
1012100	115	10550	Black Velvet Toasted Caramel	12	750	$6.75 
1012200	240	6998	Clan Macgregor Scotch	6	1750	$11.25 
1031080	300	36901	McCormick Vodka Mini	6	500	$4.67 
1062300	370	42703	Malibu Pineapple Rum	12	750	$7.50 
1071100	330	62400	Margaritaville Classic Lime Margarita	6	1750	$6.02 
1031080	421	38088	Platinum 7x Vodka	6	1750	$9.44 
1031080	297	35913	Five O'clock Vodka	48	200	$1.13 
1011100	260	25607	Seagrams 7 Crown Bl Whiskey	12	1000	$7.50 
1081300	65	80686	Dekuyper Blustery Peppermint Burst Schnapps	12	750	$3.44 
1012200	260	10008	Scoresby Rare Scotch	6	1750	$10.22 
1032200	260	64762	Ciroc Red Berry	12	375	$8.50 
1051100	434	54447	Paramount Apricot Flavored Brandy	12	1000	$6.52 
1031080	306	37642	River Pilot Vodka	6	750	$12.81 
1052010	370	51506	Presidente Grape Brandy (pedro Domecq)	12	750	$7.50 
1062300	370	42717	Malibu Coconut Rum	12	1000	$10.49 
1012100	55	12408	Canadian Ltd Whisky	6	1750	$7.94 
1051100	434	54448	Paramount Apricot Flavored Brandy	6	1750	$11.28 
1031080	297	35916	Five O'clock Vodka	12	750	$3.37 
1011100	357	15951	Bastille Hand Crafted Whisky	6	750	$15.00 
1081900	125	72953	Cedar Ridge Lamponcella	12	375	$8.00 
1012210	370	5036	Glenlivet 12 Yr Malt Scotch	12	750	$21.32 
1051100	259	52314	Christian Bros Brandy	24	375	$3.22 
1012100	461	10890	Forty Creek	12	750	$12.00 
1081300	434	80571	Arrow Peppermint Schnapps Mini	12	500	$4.55 
1062300	35	43136	Bacardi Limon	12	750	$7.33 
1062310	260	43285	Captain Morgan Original Spiced Rum Pet	12	750	$8.50 
1012210	260	4846	Dalwhinnie 15 Yr Single Malt Scotch	12	750	$33.00 
1081355	434	84496	Paramount Strawberry Schnapps	12	750	$4.75 
1032200	65	35887	Pinnacle Red Berry	12	750	$7.87 
1701100	370	490	Jameson Trilogy Pack	10	600	$19.98 
1071100	395	58838	Jose Cuervo Authentic Lime Margarita	6	1750	$8.20 
1081600	85	86884	Southern Comfort	24	375	$4.78 
1071100	395	58875	Jose Cuervo Golden Margarita	6	1750	$10.50 
1062310	260	43338	Captain Morgan Spiced Rum	6	1750	$18.00 
1062200	434	46350	Hawkeye Light Rum	6	1750	$7.67 
1081700	346	86724	Ole Smoky Apple Pie Moonshine	12	750	$13.00 
1011100	65	24457	Kessler Blend Whiskey	12	1000	$7.08 
1011200	259	17956	Evan Williams Str Bourbon	12	750	$6.81 
1031090	260	40926	Smirnoff Silver Vodka 90 Prf	12	750	$7.86 
1051010	259	52186	Christian Bros Grand Reserve Vsop	12	750	$6.92 
1081390	421	69637	Dr. Mcgillicuddy's Cherry Schnapps	12	1000	$11.00 
1022100	434	87938	Juarez Tequila Silver	6	1750	$12.71 
1081315	65	82611	Dekuyper Hot Damn!	12	750	$6.30 
1031080	259	35416	Burnett's Vodka 80 Prf	12	750	$3.88 
1012200	260	10006	Scoresby Rare Scotch	12	750	$5.50 
1031080	55	35948	Fleischmann's Royal Vodka 80 Prf	6	1750	$7.14 
1062200	434	45248	Paramount Gold Rum	6	1750	$7.58 
1012210	260	5696	Oban Single Malt Scotch	12	750	$39.00 
1031080	380	37347	Phillips Vodka	12	1000	$4.00 
1052010	389	49185	Remy Martin Vsop (flask)	12	375	$10.44 
1051010	115	53213	Paul Masson Grande Amber Brandy	24	200	$1.96 
1011250	259	18120	Evan Williams Vintage	6	750	$13.97 
1031200	65	40682	Pucker Vodka Raspberry Rave	12	750	$9.99 
1012300	370	15644	Jameson	24	375	$6.74 
1041100	370	32231	Seagrams Extra Dry Gin Mini	12	500	$5.87 
1081600	85	86887	Southern Comfort	12	1000	$12.48 
1081330	434	84456	Paramount Peach Schnapps	12	750	$4.09 
1032200	370	34029	Absolut Citron (lemon Vodka)	12	1000	$15.00 
1062310	395	46504	Kraken Black Spiced Rum	12	750	$10.00 
1031200	380	41989	Uv Cake Vodka	12	750	$6.25 
1012100	65	10628	Canadian Club Whisky	6	1750	$15.75 
1062300	260	43352	Captain Morgan Pineapple	12	750	$9.00 
1081400	434	86251	Juarez Triple Sec	12	1000	$2.21 
1062300	259	43077	Admiral Nelson Coconut Rum	12	1000	$7.27 
1031200	260	77632	Smirnoff Blueberry	12	750	$8.25 
1071100	65	63359	Skinnygirl White Peach Margarita	12	750	$7.87 
1081300	434	80577	Arrow Peppermint Schnapps	12	1000	$3.84 
1062300	370	42703	Malibu Pineapple Rum	12	750	$6.90 
1081390	260	69941	Rumple Minze Peppermint Schnapps Liqueur Mini	8	800	$21.21 
1081200	305	73055	Rumchata	12	750	$12.50 
1011300	85	26823	Jack Daniels Old #7 Black Lbl	48	200	$3.69 
1031200	260	41786	Smirnoff Orange Vodka	12	750	$8.25 
1041100	205	31475	New Amsterdam Gin	12	750	$6.90 
1032080	370	34006	Absolut Swedish Vodka 80 Prf	12	750	$11.00 
1031200	260	77842	Smirnoff Strawberry	12	750	$8.25 
1032200	434	35699	Pearl Cucumber Vodka	12	750	$7.85 
1011200	65	20247	Old Crow	12	1000	$4.63 
1011100	297	23826	Five Star	12	750	$3.46 
1081250	434	79816	Paramount Creme De Menthe/white	12	750	$4.65 
1031080	260	37996	Smirnoff Vodka 80 Prf	12	750	$7.59 
1081330	65	82844	Dekuyper Peachtree Schnapps	24	375	$3.07 
1052010	420	48101	Hennessy Vs Cognac Minis	10	600	$25.14 
1041100	65	30247	Gilbey's Gin London Dry	12	1000	$6.55 
1062310	260	43285	Captain Morgan Original Spiced Rum Pet	12	750	$9.00 
1071100	55	57157	Chi-Chi's Pina Colada W/rum	6	1750	$6.50 
1081390	260	65066	Goldschlager Cinnamon Schnapps	12	750	$12.75 
1081030	370	67526	Kahlua Coffee Liqueur	12	750	$12.00 
1051010	205	52596	E & J Vs	12	750	$5.92 
1011200	55	21598	Ten High	6	1750	$8.74 
1011100	260	25603	Seagrams 7 Crown Bl Whiskey	48	200	$1.96 
1022100	260	66178	Peligroso Cinnamon	6	750	$11.50 
1051010	259	52318	Christian Bros Brandy	6	1750	$10.33 
1011100	260	25608	Seagrams 7 Crown Bl Whiskey	6	1750	$10.76 
1031080	260	37998	Smirnoff Vodka 80 Prf	6	1750	$14.50 
1032080	35	34433	Grey Goose Vodka	12	750	$18.49 
1071100	395	58876	Jose Cuervo Golden Margarita	12	750	$6.42 
1071100	65	63355	Skinnygirl Margarita	12	750	$6.29 
1022100	434	89387	Juarez Tequila Gold	12	1000	$6.92 
1032080	115	34820	Svedka Vodka	12	750	$8.25 
1081200	330	80457	Ryan's Cream Liqueur	12	1000	$7.22 
1082900	357	66107	OR-G	6	750	$12.50 
1012100	971	14192	Pendleton Canadian Whisky	12	750	$13.10 
1032200	65	34189	Effen Black Cherry Vodka	6	750	$13.12 
1081315	421	82956	Firewater Cinnamon Schnapps	12	750	$8.84 
1081030	421	67586	Kapali Coffee Liqueur	12	750	$4.72 
1051010	259	52319	Christian Bros Brandy-Round	12	1000	$7.11 
1081900	65	85526	Dekuyper Signature Blue Curacao	12	750	$5.25 
1011200	461	22157	Wild Turkey 101	12	1000	$16.16 
1032200	370	34116	Absolut Mandrin	12	750	$11.00 
1081335	65	82836	Dekuyper Raspberry Pucker	12	750	$6.30 
1081600	260	67266	Yukon Jack Canadian Liqueur	12	750	$8.54 
1011200	65	19068	Jim Beam	6	1750	$18.42 
1012100	55	11936	Canadian Ltd Whisky Convenience Pack	12	750	$3.84 
1022100	421	89916	Tortilla Gold Tequila	12	750	$6.27 
1012200	260	5350	Johnnie Walker Green	6	750	$36.75 
1081200	260	68049	Bailey's Vanilla Cinnamon	12	750	$13.00 
1062300	370	42718	Malibu Coconut Rum	6	1750	$16.49 
1062300	35	43137	Bacardi Limon	12	1000	$10.24 
1031200	380	41705	Uv Red (cherry) Vodka	12	1000	$7.50 
1011200	421	16516	Ancient Age Bourbon	12	750	$6.15 
1012100	421	12888	Rich & Rare Canadian Whisky	6	1750	$8.97 
1062200	35	43388	Castillo Silver Rum	6	1750	$8.33 
1081200	330	80457	Ryan's Cream Liqueur	12	1000	$7.23 
1081200	260	68036	Bailey's Original Irish Cream	12	750	$13.00 
1082900	420	65127	Grand Marnier Cordon Rouge	12	1000	$25.54 
1052010	65	47786	Courvoisier Vs Cognac	12	750	$14.17 
1012300	65	15739	2 Gingers	12	750	$12.07 
1022100	65	88841	Hornitos Black Barrel	12	750	$15.74 
1031080	260	38006	Smirnoff Vodka Traveller	12	750	$7.21 
1071100	55	57148	Chi-Chi's Margarita W/tequila	6	1750	$6.00 
1081312	434	81966	Arrow Mcdale's Butterscotch Schnapps	12	750	$4.09 
1022100	85	89278	El Jimador Reposado Tequila	12	750	$11.14 
1032200	370	34030	Absolut Citron (lemon Vodka)	12	750	$11.00 
1081380	55	84170	99 Bananas	12	750	$9.50 
1062310	259	43025	Admiral Nelson Spiced Rum Traveler	12	750	$5.77 
1081317	65	82636	Dekuyper Grape Pucker Schnapps	12	750	$6.30 
1081030	370	67526	Kahlua Coffee Liqueur	12	750	$10.99 
1062200	35	43124	Bacardi Superior Rum	24	375	$4.31 
1031200	260	40956	Smirnoff Strawberry Vodka	12	750	$8.25 
1082900	389	64776	Cointreau Liqueur	12	750	$23.31 
1011300	85	26821	Jack Daniels Old #7 Black Lbl Mini	12	500	$8.62 
1051150	125	53629	Cedar Ridge Apple Brandy	6	750	$18.75 
1081010	434	76487	Paramount Amaretto	12	1000	$4.04 
1022100	395	89199	Jose Cuervo Especial Reposado Square	12	375	$5.49 
1012200	370	4716	Chivas Regal 12 Yr	12	750	$17.25 
1081210	434	79966	Arrow Creme de Almond	12	750	$4.50 
1081300	421	80826	Ice 101, Peppermint Schnapps	12	750	$9.34 
1081200	330	80456	Ryan's Cream Liqueur	12	750	$5.69 
1701100	420	658	Grand Marnier w/50ml Raspberry Peach	6	800	$23.31 
1082900	55	64601	Caravella Limoncello	6	750	$11.25 
1051010	205	52593	E & J Vs Brandy	24	200	$1.96 
1052010	420	48099	Hennessy VS	24	200	$5.00 
1031200	380	40403	UV Peach	12	750	$6.28 
1011200	65	16676	Basil Hayden 8YR	6	750	$22.04 
1062300	370	42718	Malibu Coconut Rum	6	1750	$15.99 
1012100	55	12404	Canadian Ltd Whisky	24	375	$2.05 
1032080	260	34198	Ciroc Super Premium Vodka	6	750	$18.50 
1041100	370	32234	Seagrams Extra Dry Gin	24	375	$3.40 
1062200	35	43034	Bacardi Gold Rum	24	375	$4.50 
1011100	297	23824	Five Star	24	375	$2.00 
1081315	65	82610	Dekuyper Hot Damn!	12	1000	$7.35 
1032200	420	34092	Belvedere Pink Grapefruit	6	750	$17.15 
1011200	65	19066	Jim Beam	12	750	$9.22 
1052010	420	48105	Hennessy VS	12	375	$9.99 
1011100	260	25606	Seagrams 7 Crown Bl Whiskey	12	750	$6.53 
1011200	65	19063	Jim Beam	48	200	$3.09 
1082900	259	65191	Hpnotiq Mini	8	600	$12.44 
1062200	35	43127	Bacardi Superior Rum	12	1000	$9.50 
1012100	55	12406	Canadian Ltd Whisky	12	750	$3.83 
1012200	305	4796	Cutty Sark Scotch	12	750	$11.90 
1031200	260	40497	Smirnoff Iced Cake	12	750	$8.25 
1011300	85	26824	Jack Daniels Old #7 Black Lbl Square	24	375	$6.54 
1052010	389	50686	St. Remy Vsop Napoleon Brandy	12	750	$6.99 
1081380	55	81124	99 Peppermint Mini	10	600	$5.94 
1032080	277	34747	Stolichnaya Premium Vodka 80 Proof (lv)	12	1000	$15.97 
1012100	65	15256	Windsor Black Cherry	12	750	$4.72 
1062310	434	44658	Lady Bligh Spiced Rum	6	1750	$10.50 
1081200	461	68127	Carolan's Irish Cream Liqueur	12	1000	$9.77 
1011200	65	27577	Red Stag Honey Tea	12	750	$10.49 
1012100	55	13388	Northern Light	6	1750	$8.32 
1011200	294	19019	Jesse James Bourbon	12	750	$9.52 
1042100	370	28087	Beefeater Gin	12	1000	$14.49 
1031200	260	41078	Jeremiah Weed Sweet Tea Vodka	6	1750	$14.97 
1012200	260	10008	Scoresby Rare Scotch	6	1750	$10.50 
1081300	434	81204	Paramount Peppermint Schnapps	24	375	$2.27 
1012210	240	5006	Glenfiddich 12yr Special Reserve	12	750	$22.98 
1012210	305	5486	Macallan 12 Yr Single Malt Scotch	12	750	$26.61 
1012200	35	4867	Dewars White Label Scotch	12	1000	$16.87 
1012100	260	11293	Crown Royal Canadian Whisky	48	200	$4.70 
1012100	434	13037	Canadian Reserve Whisky	12	1000	$5.31 
1071100	55	57144	Chi-Chi's White Russian	6	1750	$6.00 
1062200	255	904806	Zaya Rum	6	750	$16.66 
1011300	85	26820	Jack Daniels Old #7 Black Lbl Flat	24	375	$6.77 
1012100	55	12407	Canadian Ltd Whisky	12	1000	$5.50 
1701100	370	647	Kahlua w/Absolut 50ml & White Russian Glass	6	800	$10.99 
1052010	389	49189	Remy Martin Vsop Cognac	24	200	$5.42 
1081700	434	75087	Juarez Gold Dss	12	1000	$4.75 
1051010	115	53214	Paul Masson Grande Amber Brandy	24	375	$3.22 
1011300	85	26821	Jack Daniels Old #7 Black Lbl Mini	12	500	$9.06 
1062300	370	42312	Malibu Red	12	750	$9.50 
1032080	65	34188	Effen Vodka	6	750	$13.64 
1081340	380	84617	Phillips Root Beer Schnapps	12	1000	$5.50 
1032200	260	64762	Ciroc Red Berry	12	375	$9.25 
1011100	297	23823	Five Star	48	200	$1.20 
1032080	260	34198	Ciroc Super Premium Vodka	6	750	$17.97 
1081330	434	84456	Paramount Peach Schnapps	12	750	$4.75 
1012100	115	11776	Black Velvet	12	750	$5.23 
1032200	434	4139	Pearl Mini Party Pack	10	600	$3.00 
1011300	85	26827	Jack Daniels Old #7 Black Lbl	12	1000	$17.40 
1062310	260	43285	Captain Morgan Original Spiced Rum Pet	12	750	$8.25 
1081300	434	81206	Paramount Peppermint Schnapps	12	750	$3.71 
1081365	421	83907	Maui Blue Hawaiian Schnapps	12	1000	$4.54 
1051010	115	53213	Paul Masson Grande Amber Brandy	24	200	$1.77 
1012100	260	11296	Crown Royal	12	750	$15.00 
1081015	130	64136	Disaronno Amaretto	12	750	$13.33 
1062300	370	42699	Malibu Mango Rum	12	750	$7.50 
1032080	370	34008	Absolut Swedish Vodka 80 Prf	6	1750	$19.99 
1081380	65	82627	Dekuyper Cherry Pucker	12	1000	$7.62 
1031080	260	37418	Popov Vodka 80 Prf	6	1750	$8.50 
1071100	395	58872	Jose Cuervo Authentic Light Margarita Lime	6	1750	$8.20 
1062310	434	44657	Lady Bligh Spiced Rum	12	1000	$7.00 
1081600	421	64865	Fireball Cinnamon Whiskey PET	12	750	$8.67 
1011200	297	18408	G & W Bourbon	6	1750	$9.23 
1011200	55	21598	Ten High	6	1750	$9.24 
1052010	389	49186	Remy Martin Vsop Cognac	12	750	$20.84 
1062100	260	42166	Myers's Rum Original Dark	12	750	$10.00 
1062200	434	45247	Paramount Gold Rum	12	1000	$4.33 
1032080	65	34578	Pinnacle Vodka	6	1750	$12.59 
1062310	259	43027	Admiral Nelson Spiced Rum	12	1000	$7.27 
1012200	260	5290	J & B Rare Scotch	12	750	$12.25 
1022100	395	903089	Gran Centenario Anejo	6	750	$30.64 
1011200	65	19477	Maker's Mark	12	1000	$22.04 
1012100	260	11348	Seagrams V.o. Bl Canadian Whisky Pet	6	1750	$16.00 
1012210	420	5133	Glenmorangie 10 Yr Single Malt Scotch	6	750	$21.49 
1031200	65	40849	Pucker Vodka Grape Gone Wild	12	750	$9.45 
1031080	421	36976	Nikolai Vodka	12	750	$3.33 
1062310	322	77318	Rondiaz Rum Spiced	6	1750	$10.00 
1081600	260	67267	Yukon Jack Canadian Liqueur	12	1000	$11.50 
1062300	35	43197	Bacardi Torched Cherry	12	750	$8.33 
1062300	370	42687	Malibu Black	12	750	$8.50 
1081305	65	82607	Dekuyper Sour Apple	12	1000	$7.35 
1011100	125	27632	Cedar Ridge Short's Whiskey	6	750	$13.83 
1081700	384	76039	Midnight Moon Strawberry	6	375	$7.25 
1012200	260	5349	Johnnie Walker Red	6	1750	$27.25 
1022100	65	89796	Sauza Conmemorativo	12	750	$14.17 
1052010	420	48105	Hennessy VS	12	375	$9.75 
1032200	370	34030	Absolut Citron (lemon Vodka)	12	750	$8.99 
1032080	260	34197	Ciroc Luxury Vodka	12	375	$9.00 
1081317	65	82637	Dekuyper Grape Pucker	12	1000	$7.35 
1012300	240	15940	Tullamore Dew Irish Whisky	12	750	$14.38 
1031200	380	40621	UV Chocolate Cake Mini	6	500	$4.88 
1011200	125	17206	Cedar Ridge Bourbon	6	750	$18.10 
